"","Country.Region","date"
"Lebanon-2020-03-02","Lebanon","2020-03-02"
"Lebanon-2020-03-03","Lebanon","2020-03-03"
"Lebanon-2020-03-04","Lebanon","2020-03-04"
"Lebanon-2020-03-05","Lebanon","2020-03-05"
"Lebanon-2020-03-06","Lebanon","2020-03-06"
"Lebanon-2020-03-07","Lebanon","2020-03-07"
"Lebanon-2020-03-08","Lebanon","2020-03-08"
"Lebanon-2020-03-09","Lebanon","2020-03-09"
"Lebanon-2020-03-10","Lebanon","2020-03-10"
"Lebanon-2020-03-11","Lebanon","2020-03-11"
"Lebanon-2020-03-12","Lebanon","2020-03-12"
"Lebanon-2020-03-13","Lebanon","2020-03-13"
"Lebanon-2020-03-14","Lebanon","2020-03-14"
"Lebanon-2020-03-15","Lebanon","2020-03-15"
"Lebanon-2020-03-16","Lebanon","2020-03-16"
"Lebanon-2020-03-17","Lebanon","2020-03-17"
"Lebanon-2020-03-18","Lebanon","2020-03-18"
"Lebanon-2020-03-19","Lebanon","2020-03-19"
"Lebanon-2020-03-20","Lebanon","2020-03-20"
"Lebanon-2020-03-21","Lebanon","2020-03-21"
"Lebanon-2020-03-22","Lebanon","2020-03-22"
"Liberia-2020-01-22","Liberia","2020-01-22"
"Liberia-2020-01-23","Liberia","2020-01-23"
"Liberia-2020-01-24","Liberia","2020-01-24"
"Liberia-2020-01-25","Liberia","2020-01-25"
"Liberia-2020-01-26","Liberia","2020-01-26"
"Liberia-2020-01-27","Liberia","2020-01-27"
"Liberia-2020-01-28","Liberia","2020-01-28"
"Liberia-2020-01-29","Liberia","2020-01-29"
"Liberia-2020-01-30","Liberia","2020-01-30"
"Liberia-2020-01-31","Liberia","2020-01-31"
"Liberia-2020-02-01","Liberia","2020-02-01"
"Liberia-2020-02-02","Liberia","2020-02-02"
"Liberia-2020-02-03","Liberia","2020-02-03"
"Liberia-2020-02-04","Liberia","2020-02-04"
"Liberia-2020-02-05","Liberia","2020-02-05"
"Liberia-2020-02-06","Liberia","2020-02-06"
"Liberia-2020-02-07","Liberia","2020-02-07"
"Liberia-2020-02-08","Liberia","2020-02-08"
"Liberia-2020-02-09","Liberia","2020-02-09"
"Liberia-2020-02-10","Liberia","2020-02-10"
"Liberia-2020-02-11","Liberia","2020-02-11"
"Liberia-2020-02-12","Liberia","2020-02-12"
"Liberia-2020-02-13","Liberia","2020-02-13"
"Liberia-2020-02-14","Liberia","2020-02-14"
"Liberia-2020-02-15","Liberia","2020-02-15"
"Liberia-2020-02-16","Liberia","2020-02-16"
"Liberia-2020-02-17","Liberia","2020-02-17"
"Liberia-2020-02-18","Liberia","2020-02-18"
"Liberia-2020-02-19","Liberia","2020-02-19"
"Liberia-2020-02-20","Liberia","2020-02-20"
"Liberia-2020-02-21","Liberia","2020-02-21"
"Liberia-2020-02-22","Liberia","2020-02-22"
"Liberia-2020-02-23","Liberia","2020-02-23"
"Liberia-2020-02-24","Liberia","2020-02-24"
"Liberia-2020-02-25","Liberia","2020-02-25"
"Liberia-2020-02-26","Liberia","2020-02-26"
"Liberia-2020-02-27","Liberia","2020-02-27"
"Liberia-2020-02-28","Liberia","2020-02-28"
"Liberia-2020-02-29","Liberia","2020-02-29"
"Liberia-2020-03-01","Liberia","2020-03-01"
"Liberia-2020-03-02","Liberia","2020-03-02"
"Liberia-2020-03-03","Liberia","2020-03-03"
"Liberia-2020-03-04","Liberia","2020-03-04"
"Liberia-2020-03-05","Liberia","2020-03-05"
"Liberia-2020-03-06","Liberia","2020-03-06"
"Liberia-2020-03-07","Liberia","2020-03-07"
"Liberia-2020-03-08","Liberia","2020-03-08"
"Liberia-2020-03-09","Liberia","2020-03-09"
"Liberia-2020-03-10","Liberia","2020-03-10"
"Liberia-2020-03-11","Liberia","2020-03-11"
"Liberia-2020-03-12","Liberia","2020-03-12"
"Liberia-2020-03-13","Liberia","2020-03-13"
"Liberia-2020-03-14","Liberia","2020-03-14"
"Liberia-2020-03-15","Liberia","2020-03-15"
"Liberia-2020-03-16","Liberia","2020-03-16"
"Liberia-2020-03-17","Liberia","2020-03-17"
"Liberia-2020-03-18","Liberia","2020-03-18"
"Liberia-2020-03-19","Liberia","2020-03-19"
"Liberia-2020-03-20","Liberia","2020-03-20"
"Liberia-2020-03-21","Liberia","2020-03-21"
"Liberia-2020-03-22","Liberia","2020-03-22"
"Liechtenstein-2020-01-22","Liechtenstein","2020-01-22"
"Liechtenstein-2020-01-23","Liechtenstein","2020-01-23"
"Liechtenstein-2020-01-24","Liechtenstein","2020-01-24"
"Liechtenstein-2020-01-25","Liechtenstein","2020-01-25"
"Liechtenstein-2020-01-26","Liechtenstein","2020-01-26"
"Liechtenstein-2020-01-27","Liechtenstein","2020-01-27"
"Liechtenstein-2020-01-28","Liechtenstein","2020-01-28"
"Liechtenstein-2020-01-29","Liechtenstein","2020-01-29"
"Liechtenstein-2020-01-30","Liechtenstein","2020-01-30"
"Liechtenstein-2020-01-31","Liechtenstein","2020-01-31"
"Liechtenstein-2020-02-01","Liechtenstein","2020-02-01"
"Liechtenstein-2020-02-02","Liechtenstein","2020-02-02"
"Liechtenstein-2020-02-03","Liechtenstein","2020-02-03"
"Liechtenstein-2020-02-04","Liechtenstein","2020-02-04"
"Liechtenstein-2020-02-05","Liechtenstein","2020-02-05"
"Liechtenstein-2020-02-06","Liechtenstein","2020-02-06"
"Liechtenstein-2020-02-07","Liechtenstein","2020-02-07"
"Liechtenstein-2020-02-08","Liechtenstein","2020-02-08"
"Liechtenstein-2020-02-09","Liechtenstein","2020-02-09"
"Liechtenstein-2020-02-10","Liechtenstein","2020-02-10"
"Liechtenstein-2020-02-11","Liechtenstein","2020-02-11"
"Liechtenstein-2020-02-12","Liechtenstein","2020-02-12"
"Liechtenstein-2020-02-13","Liechtenstein","2020-02-13"
"Liechtenstein-2020-02-14","Liechtenstein","2020-02-14"
"Liechtenstein-2020-02-15","Liechtenstein","2020-02-15"
"Liechtenstein-2020-02-16","Liechtenstein","2020-02-16"
"Liechtenstein-2020-02-17","Liechtenstein","2020-02-17"
"Liechtenstein-2020-02-18","Liechtenstein","2020-02-18"
"Liechtenstein-2020-02-19","Liechtenstein","2020-02-19"
"Liechtenstein-2020-02-20","Liechtenstein","2020-02-20"
"Liechtenstein-2020-02-21","Liechtenstein","2020-02-21"
"Liechtenstein-2020-02-22","Liechtenstein","2020-02-22"
"Liechtenstein-2020-02-23","Liechtenstein","2020-02-23"
"Liechtenstein-2020-02-24","Liechtenstein","2020-02-24"
"Liechtenstein-2020-02-25","Liechtenstein","2020-02-25"
"Liechtenstein-2020-02-26","Liechtenstein","2020-02-26"
"Liechtenstein-2020-02-27","Liechtenstein","2020-02-27"
"Liechtenstein-2020-02-28","Liechtenstein","2020-02-28"
"Liechtenstein-2020-02-29","Liechtenstein","2020-02-29"
"Liechtenstein-2020-03-01","Liechtenstein","2020-03-01"
"Liechtenstein-2020-03-02","Liechtenstein","2020-03-02"
"Liechtenstein-2020-03-03","Liechtenstein","2020-03-03"
"Liechtenstein-2020-03-04","Liechtenstein","2020-03-04"
"Liechtenstein-2020-03-05","Liechtenstein","2020-03-05"
"Liechtenstein-2020-03-06","Liechtenstein","2020-03-06"
"Liechtenstein-2020-03-07","Liechtenstein","2020-03-07"
"Liechtenstein-2020-03-08","Liechtenstein","2020-03-08"
"Liechtenstein-2020-03-09","Liechtenstein","2020-03-09"
"Liechtenstein-2020-03-10","Liechtenstein","2020-03-10"
"Liechtenstein-2020-03-11","Liechtenstein","2020-03-11"
"Liechtenstein-2020-03-12","Liechtenstein","2020-03-12"
"Liechtenstein-2020-03-13","Liechtenstein","2020-03-13"
"Liechtenstein-2020-03-14","Liechtenstein","2020-03-14"
"Liechtenstein-2020-03-15","Liechtenstein","2020-03-15"
"Liechtenstein-2020-03-16","Liechtenstein","2020-03-16"
"Liechtenstein-2020-03-17","Liechtenstein","2020-03-17"
"Liechtenstein-2020-03-18","Liechtenstein","2020-03-18"
"Liechtenstein-2020-03-19","Liechtenstein","2020-03-19"
"Liechtenstein-2020-03-20","Liechtenstein","2020-03-20"
"Liechtenstein-2020-03-21","Liechtenstein","2020-03-21"
"Liechtenstein-2020-03-22","Liechtenstein","2020-03-22"
"Lithuania-2020-01-22","Lithuania","2020-01-22"
"Lithuania-2020-01-23","Lithuania","2020-01-23"
"Lithuania-2020-01-24","Lithuania","2020-01-24"
"Lithuania-2020-01-25","Lithuania","2020-01-25"
"Lithuania-2020-01-26","Lithuania","2020-01-26"
"Lithuania-2020-01-27","Lithuania","2020-01-27"
"Lithuania-2020-01-28","Lithuania","2020-01-28"
"Lithuania-2020-01-29","Lithuania","2020-01-29"
"Lithuania-2020-01-30","Lithuania","2020-01-30"
"Lithuania-2020-01-31","Lithuania","2020-01-31"
"Lithuania-2020-02-01","Lithuania","2020-02-01"
"Lithuania-2020-02-02","Lithuania","2020-02-02"
"Lithuania-2020-02-03","Lithuania","2020-02-03"
"Lithuania-2020-02-04","Lithuania","2020-02-04"
"Lithuania-2020-02-05","Lithuania","2020-02-05"
"Lithuania-2020-02-06","Lithuania","2020-02-06"
"Lithuania-2020-02-07","Lithuania","2020-02-07"
"Lithuania-2020-02-08","Lithuania","2020-02-08"
"Lithuania-2020-02-09","Lithuania","2020-02-09"
"Lithuania-2020-02-10","Lithuania","2020-02-10"
"Lithuania-2020-02-11","Lithuania","2020-02-11"
"Lithuania-2020-02-12","Lithuania","2020-02-12"
"Lithuania-2020-02-13","Lithuania","2020-02-13"
"Lithuania-2020-02-14","Lithuania","2020-02-14"
"Lithuania-2020-02-15","Lithuania","2020-02-15"
"Lithuania-2020-02-16","Lithuania","2020-02-16"
"Lithuania-2020-02-17","Lithuania","2020-02-17"
"Lithuania-2020-02-18","Lithuania","2020-02-18"
"Lithuania-2020-02-19","Lithuania","2020-02-19"
"Lithuania-2020-02-20","Lithuania","2020-02-20"
"Lithuania-2020-02-21","Lithuania","2020-02-21"
"Lithuania-2020-02-22","Lithuania","2020-02-22"
"Lithuania-2020-02-23","Lithuania","2020-02-23"
"Lithuania-2020-02-24","Lithuania","2020-02-24"
"Lithuania-2020-02-25","Lithuania","2020-02-25"
"Lithuania-2020-02-26","Lithuania","2020-02-26"
"Lithuania-2020-02-27","Lithuania","2020-02-27"
"Lithuania-2020-02-28","Lithuania","2020-02-28"
"Lithuania-2020-02-29","Lithuania","2020-02-29"
"Lithuania-2020-03-01","Lithuania","2020-03-01"
"Lithuania-2020-03-02","Lithuania","2020-03-02"
"Lithuania-2020-03-03","Lithuania","2020-03-03"
"Lithuania-2020-03-04","Lithuania","2020-03-04"
"Lithuania-2020-03-05","Lithuania","2020-03-05"
"Lithuania-2020-03-06","Lithuania","2020-03-06"
"Lithuania-2020-03-07","Lithuania","2020-03-07"
"Lithuania-2020-03-08","Lithuania","2020-03-08"
"Lithuania-2020-03-09","Lithuania","2020-03-09"
"Lithuania-2020-03-10","Lithuania","2020-03-10"
"Lithuania-2020-03-11","Lithuania","2020-03-11"
"Lithuania-2020-03-12","Lithuania","2020-03-12"
"Lithuania-2020-03-13","Lithuania","2020-03-13"
"Lithuania-2020-03-14","Lithuania","2020-03-14"
"Lithuania-2020-03-15","Lithuania","2020-03-15"
"Lithuania-2020-03-16","Lithuania","2020-03-16"
"Lithuania-2020-03-17","Lithuania","2020-03-17"
"Lithuania-2020-03-18","Lithuania","2020-03-18"
"Lithuania-2020-03-19","Lithuania","2020-03-19"
"Lithuania-2020-03-20","Lithuania","2020-03-20"
"Lithuania-2020-03-21","Lithuania","2020-03-21"
"Lithuania-2020-03-22","Lithuania","2020-03-22"
"Luxembourg-2020-01-22","Luxembourg","2020-01-22"
"Luxembourg-2020-01-23","Luxembourg","2020-01-23"
"Luxembourg-2020-01-24","Luxembourg","2020-01-24"
"Luxembourg-2020-01-25","Luxembourg","2020-01-25"
"Luxembourg-2020-01-26","Luxembourg","2020-01-26"
"Luxembourg-2020-01-27","Luxembourg","2020-01-27"
"Luxembourg-2020-01-28","Luxembourg","2020-01-28"
"Luxembourg-2020-01-29","Luxembourg","2020-01-29"
"Luxembourg-2020-01-30","Luxembourg","2020-01-30"
"Luxembourg-2020-01-31","Luxembourg","2020-01-31"
"Luxembourg-2020-02-01","Luxembourg","2020-02-01"
"Luxembourg-2020-02-02","Luxembourg","2020-02-02"
"Luxembourg-2020-02-03","Luxembourg","2020-02-03"
"Luxembourg-2020-02-04","Luxembourg","2020-02-04"
"Luxembourg-2020-02-05","Luxembourg","2020-02-05"
"Luxembourg-2020-02-06","Luxembourg","2020-02-06"
"Luxembourg-2020-02-07","Luxembourg","2020-02-07"
"Luxembourg-2020-02-08","Luxembourg","2020-02-08"
"Luxembourg-2020-02-09","Luxembourg","2020-02-09"
"Luxembourg-2020-02-10","Luxembourg","2020-02-10"
"Luxembourg-2020-02-11","Luxembourg","2020-02-11"
"Luxembourg-2020-02-12","Luxembourg","2020-02-12"
"Luxembourg-2020-02-13","Luxembourg","2020-02-13"
"Luxembourg-2020-02-14","Luxembourg","2020-02-14"
"Luxembourg-2020-02-15","Luxembourg","2020-02-15"
"Luxembourg-2020-02-16","Luxembourg","2020-02-16"
"Luxembourg-2020-02-17","Luxembourg","2020-02-17"
"Luxembourg-2020-02-18","Luxembourg","2020-02-18"
"Luxembourg-2020-02-19","Luxembourg","2020-02-19"
"Luxembourg-2020-02-20","Luxembourg","2020-02-20"
"Luxembourg-2020-02-21","Luxembourg","2020-02-21"
"Luxembourg-2020-02-22","Luxembourg","2020-02-22"
"Luxembourg-2020-02-23","Luxembourg","2020-02-23"
"Luxembourg-2020-02-24","Luxembourg","2020-02-24"
"Luxembourg-2020-02-25","Luxembourg","2020-02-25"
"Luxembourg-2020-02-26","Luxembourg","2020-02-26"
"Luxembourg-2020-02-27","Luxembourg","2020-02-27"
"Luxembourg-2020-02-28","Luxembourg","2020-02-28"
"Luxembourg-2020-02-29","Luxembourg","2020-02-29"
"Luxembourg-2020-03-01","Luxembourg","2020-03-01"
"Luxembourg-2020-03-02","Luxembourg","2020-03-02"
"Luxembourg-2020-03-03","Luxembourg","2020-03-03"
"Luxembourg-2020-03-04","Luxembourg","2020-03-04"
"Luxembourg-2020-03-05","Luxembourg","2020-03-05"
"Luxembourg-2020-03-06","Luxembourg","2020-03-06"
"Luxembourg-2020-03-07","Luxembourg","2020-03-07"
"Luxembourg-2020-03-08","Luxembourg","2020-03-08"
"Luxembourg-2020-03-09","Luxembourg","2020-03-09"
"Luxembourg-2020-03-10","Luxembourg","2020-03-10"
"Luxembourg-2020-03-11","Luxembourg","2020-03-11"
"Luxembourg-2020-03-12","Luxembourg","2020-03-12"
"Luxembourg-2020-03-13","Luxembourg","2020-03-13"
"Luxembourg-2020-03-14","Luxembourg","2020-03-14"
"Luxembourg-2020-03-15","Luxembourg","2020-03-15"
"Luxembourg-2020-03-16","Luxembourg","2020-03-16"
"Luxembourg-2020-03-17","Luxembourg","2020-03-17"
"Luxembourg-2020-03-18","Luxembourg","2020-03-18"
"Luxembourg-2020-03-19","Luxembourg","2020-03-19"
"Luxembourg-2020-03-20","Luxembourg","2020-03-20"
"Luxembourg-2020-03-21","Luxembourg","2020-03-21"
"Luxembourg-2020-03-22","Luxembourg","2020-03-22"
"Madagascar-2020-01-22","Madagascar","2020-01-22"
"Madagascar-2020-01-23","Madagascar","2020-01-23"
"Madagascar-2020-01-24","Madagascar","2020-01-24"
"Madagascar-2020-01-25","Madagascar","2020-01-25"
"Madagascar-2020-01-26","Madagascar","2020-01-26"
"Madagascar-2020-01-27","Madagascar","2020-01-27"
"Madagascar-2020-01-28","Madagascar","2020-01-28"
"Madagascar-2020-01-29","Madagascar","2020-01-29"
"Madagascar-2020-01-30","Madagascar","2020-01-30"
"Madagascar-2020-01-31","Madagascar","2020-01-31"
"Madagascar-2020-02-01","Madagascar","2020-02-01"
"Madagascar-2020-02-02","Madagascar","2020-02-02"
"Madagascar-2020-02-03","Madagascar","2020-02-03"
"Madagascar-2020-02-04","Madagascar","2020-02-04"
"Madagascar-2020-02-05","Madagascar","2020-02-05"
"Madagascar-2020-02-06","Madagascar","2020-02-06"
"Madagascar-2020-02-07","Madagascar","2020-02-07"
"Madagascar-2020-02-08","Madagascar","2020-02-08"
"Madagascar-2020-02-09","Madagascar","2020-02-09"
"Madagascar-2020-02-10","Madagascar","2020-02-10"
"Madagascar-2020-02-11","Madagascar","2020-02-11"
"Madagascar-2020-02-12","Madagascar","2020-02-12"
"Madagascar-2020-02-13","Madagascar","2020-02-13"
"Madagascar-2020-02-14","Madagascar","2020-02-14"
"Madagascar-2020-02-15","Madagascar","2020-02-15"
"Madagascar-2020-02-16","Madagascar","2020-02-16"
"Madagascar-2020-02-17","Madagascar","2020-02-17"
"Madagascar-2020-02-18","Madagascar","2020-02-18"
"Madagascar-2020-02-19","Madagascar","2020-02-19"
"Madagascar-2020-02-20","Madagascar","2020-02-20"
"Madagascar-2020-02-21","Madagascar","2020-02-21"
"Madagascar-2020-02-22","Madagascar","2020-02-22"
"Madagascar-2020-02-23","Madagascar","2020-02-23"
"Madagascar-2020-02-24","Madagascar","2020-02-24"
"Madagascar-2020-02-25","Madagascar","2020-02-25"
"Madagascar-2020-02-26","Madagascar","2020-02-26"
"Madagascar-2020-02-27","Madagascar","2020-02-27"
"Madagascar-2020-02-28","Madagascar","2020-02-28"
"Madagascar-2020-02-29","Madagascar","2020-02-29"
"Madagascar-2020-03-01","Madagascar","2020-03-01"
"Madagascar-2020-03-02","Madagascar","2020-03-02"
"Madagascar-2020-03-03","Madagascar","2020-03-03"
"Madagascar-2020-03-04","Madagascar","2020-03-04"
"Madagascar-2020-03-05","Madagascar","2020-03-05"
"Madagascar-2020-03-06","Madagascar","2020-03-06"
"Madagascar-2020-03-07","Madagascar","2020-03-07"
"Madagascar-2020-03-08","Madagascar","2020-03-08"
"Madagascar-2020-03-09","Madagascar","2020-03-09"
"Madagascar-2020-03-10","Madagascar","2020-03-10"
"Madagascar-2020-03-11","Madagascar","2020-03-11"
"Madagascar-2020-03-12","Madagascar","2020-03-12"
"Madagascar-2020-03-13","Madagascar","2020-03-13"
"Madagascar-2020-03-14","Madagascar","2020-03-14"
"Madagascar-2020-03-15","Madagascar","2020-03-15"
"Madagascar-2020-03-16","Madagascar","2020-03-16"
"Madagascar-2020-03-17","Madagascar","2020-03-17"
"Madagascar-2020-03-18","Madagascar","2020-03-18"
"Madagascar-2020-03-19","Madagascar","2020-03-19"
"Madagascar-2020-03-20","Madagascar","2020-03-20"
"Madagascar-2020-03-21","Madagascar","2020-03-21"
"Madagascar-2020-03-22","Madagascar","2020-03-22"
"Malaysia-2020-01-22","Malaysia","2020-01-22"
"Malaysia-2020-01-23","Malaysia","2020-01-23"
"Malaysia-2020-01-24","Malaysia","2020-01-24"
"Malaysia-2020-01-25","Malaysia","2020-01-25"
"Malaysia-2020-01-26","Malaysia","2020-01-26"
"Malaysia-2020-01-27","Malaysia","2020-01-27"
"Malaysia-2020-01-28","Malaysia","2020-01-28"
"Malaysia-2020-01-29","Malaysia","2020-01-29"
"Malaysia-2020-01-30","Malaysia","2020-01-30"
"Malaysia-2020-01-31","Malaysia","2020-01-31"
"Malaysia-2020-02-01","Malaysia","2020-02-01"
"Malaysia-2020-02-02","Malaysia","2020-02-02"
"Malaysia-2020-02-03","Malaysia","2020-02-03"
"Malaysia-2020-02-04","Malaysia","2020-02-04"
"Malaysia-2020-02-05","Malaysia","2020-02-05"
"Malaysia-2020-02-06","Malaysia","2020-02-06"
"Malaysia-2020-02-07","Malaysia","2020-02-07"
"Malaysia-2020-02-08","Malaysia","2020-02-08"
"Malaysia-2020-02-09","Malaysia","2020-02-09"
"Malaysia-2020-02-10","Malaysia","2020-02-10"
"Malaysia-2020-02-11","Malaysia","2020-02-11"
"Malaysia-2020-02-12","Malaysia","2020-02-12"
"Malaysia-2020-02-13","Malaysia","2020-02-13"
"Malaysia-2020-02-14","Malaysia","2020-02-14"
"Malaysia-2020-02-15","Malaysia","2020-02-15"
"Malaysia-2020-02-16","Malaysia","2020-02-16"
"Malaysia-2020-02-17","Malaysia","2020-02-17"
"Malaysia-2020-02-18","Malaysia","2020-02-18"
"Malaysia-2020-02-19","Malaysia","2020-02-19"
"Malaysia-2020-02-20","Malaysia","2020-02-20"
"Malaysia-2020-02-21","Malaysia","2020-02-21"
"Malaysia-2020-02-22","Malaysia","2020-02-22"
"Malaysia-2020-02-23","Malaysia","2020-02-23"
"Malaysia-2020-02-24","Malaysia","2020-02-24"
"Malaysia-2020-02-25","Malaysia","2020-02-25"
"Malaysia-2020-02-26","Malaysia","2020-02-26"
"Malaysia-2020-02-27","Malaysia","2020-02-27"
"Malaysia-2020-02-28","Malaysia","2020-02-28"
"Malaysia-2020-02-29","Malaysia","2020-02-29"
"Malaysia-2020-03-01","Malaysia","2020-03-01"
"Malaysia-2020-03-02","Malaysia","2020-03-02"
"Malaysia-2020-03-03","Malaysia","2020-03-03"
"Malaysia-2020-03-04","Malaysia","2020-03-04"
"Malaysia-2020-03-05","Malaysia","2020-03-05"
"Malaysia-2020-03-06","Malaysia","2020-03-06"
"Malaysia-2020-03-07","Malaysia","2020-03-07"
"Malaysia-2020-03-08","Malaysia","2020-03-08"
"Malaysia-2020-03-09","Malaysia","2020-03-09"
"Malaysia-2020-03-10","Malaysia","2020-03-10"
"Malaysia-2020-03-11","Malaysia","2020-03-11"
"Malaysia-2020-03-12","Malaysia","2020-03-12"
"Malaysia-2020-03-13","Malaysia","2020-03-13"
"Malaysia-2020-03-14","Malaysia","2020-03-14"
"Malaysia-2020-03-15","Malaysia","2020-03-15"
"Malaysia-2020-03-16","Malaysia","2020-03-16"
"Malaysia-2020-03-17","Malaysia","2020-03-17"
"Malaysia-2020-03-18","Malaysia","2020-03-18"
"Malaysia-2020-03-19","Malaysia","2020-03-19"
"Malaysia-2020-03-20","Malaysia","2020-03-20"
"Malaysia-2020-03-21","Malaysia","2020-03-21"
"Malaysia-2020-03-22","Malaysia","2020-03-22"
"Maldives-2020-01-22","Maldives","2020-01-22"
"Maldives-2020-01-23","Maldives","2020-01-23"
"Maldives-2020-01-24","Maldives","2020-01-24"
"Maldives-2020-01-25","Maldives","2020-01-25"
"Maldives-2020-01-26","Maldives","2020-01-26"
"Maldives-2020-01-27","Maldives","2020-01-27"
"Maldives-2020-01-28","Maldives","2020-01-28"
"Maldives-2020-01-29","Maldives","2020-01-29"
"Maldives-2020-01-30","Maldives","2020-01-30"
"Maldives-2020-01-31","Maldives","2020-01-31"
"Maldives-2020-02-01","Maldives","2020-02-01"
"Maldives-2020-02-02","Maldives","2020-02-02"
"Maldives-2020-02-03","Maldives","2020-02-03"
"Maldives-2020-02-04","Maldives","2020-02-04"
"Maldives-2020-02-05","Maldives","2020-02-05"
"Maldives-2020-02-06","Maldives","2020-02-06"
"Maldives-2020-02-07","Maldives","2020-02-07"
"Maldives-2020-02-08","Maldives","2020-02-08"
"Maldives-2020-02-09","Maldives","2020-02-09"
"Maldives-2020-02-10","Maldives","2020-02-10"
"Maldives-2020-02-11","Maldives","2020-02-11"
"Maldives-2020-02-12","Maldives","2020-02-12"
"Maldives-2020-02-13","Maldives","2020-02-13"
"Maldives-2020-02-14","Maldives","2020-02-14"
"Maldives-2020-02-15","Maldives","2020-02-15"
"Maldives-2020-02-16","Maldives","2020-02-16"
"Maldives-2020-02-17","Maldives","2020-02-17"
"Maldives-2020-02-18","Maldives","2020-02-18"
"Maldives-2020-02-19","Maldives","2020-02-19"
"Maldives-2020-02-20","Maldives","2020-02-20"
"Maldives-2020-02-21","Maldives","2020-02-21"
"Maldives-2020-02-22","Maldives","2020-02-22"
"Maldives-2020-02-23","Maldives","2020-02-23"
"Maldives-2020-02-24","Maldives","2020-02-24"
"Maldives-2020-02-25","Maldives","2020-02-25"
"Maldives-2020-02-26","Maldives","2020-02-26"
"Maldives-2020-02-27","Maldives","2020-02-27"
"Maldives-2020-02-28","Maldives","2020-02-28"
"Maldives-2020-02-29","Maldives","2020-02-29"
"Maldives-2020-03-01","Maldives","2020-03-01"
"Maldives-2020-03-02","Maldives","2020-03-02"
"Maldives-2020-03-03","Maldives","2020-03-03"
"Maldives-2020-03-04","Maldives","2020-03-04"
"Maldives-2020-03-05","Maldives","2020-03-05"
"Maldives-2020-03-06","Maldives","2020-03-06"
"Maldives-2020-03-07","Maldives","2020-03-07"
"Maldives-2020-03-08","Maldives","2020-03-08"
"Maldives-2020-03-09","Maldives","2020-03-09"
"Maldives-2020-03-10","Maldives","2020-03-10"
"Maldives-2020-03-11","Maldives","2020-03-11"
"Maldives-2020-03-12","Maldives","2020-03-12"
"Maldives-2020-03-13","Maldives","2020-03-13"
"Maldives-2020-03-14","Maldives","2020-03-14"
"Maldives-2020-03-15","Maldives","2020-03-15"
"Maldives-2020-03-16","Maldives","2020-03-16"
"Maldives-2020-03-17","Maldives","2020-03-17"
"Maldives-2020-03-18","Maldives","2020-03-18"
"Maldives-2020-03-19","Maldives","2020-03-19"
"Maldives-2020-03-20","Maldives","2020-03-20"
"Maldives-2020-03-21","Maldives","2020-03-21"
"Maldives-2020-03-22","Maldives","2020-03-22"
"Malta-2020-01-22","Malta","2020-01-22"
"Malta-2020-01-23","Malta","2020-01-23"
"Malta-2020-01-24","Malta","2020-01-24"
"Malta-2020-01-25","Malta","2020-01-25"
"Malta-2020-01-26","Malta","2020-01-26"
"Malta-2020-01-27","Malta","2020-01-27"
"Malta-2020-01-28","Malta","2020-01-28"
"Malta-2020-01-29","Malta","2020-01-29"
"Malta-2020-01-30","Malta","2020-01-30"
"Malta-2020-01-31","Malta","2020-01-31"
"Malta-2020-02-01","Malta","2020-02-01"
"Malta-2020-02-02","Malta","2020-02-02"
"Malta-2020-02-03","Malta","2020-02-03"
"Malta-2020-02-04","Malta","2020-02-04"
"Malta-2020-02-05","Malta","2020-02-05"
"Malta-2020-02-06","Malta","2020-02-06"
"Malta-2020-02-07","Malta","2020-02-07"
"Malta-2020-02-08","Malta","2020-02-08"
"Malta-2020-02-09","Malta","2020-02-09"
"Malta-2020-02-10","Malta","2020-02-10"
"Malta-2020-02-11","Malta","2020-02-11"
"Malta-2020-02-12","Malta","2020-02-12"
"Malta-2020-02-13","Malta","2020-02-13"
"Malta-2020-02-14","Malta","2020-02-14"
"Malta-2020-02-15","Malta","2020-02-15"
"Malta-2020-02-16","Malta","2020-02-16"
"Malta-2020-02-17","Malta","2020-02-17"
"Malta-2020-02-18","Malta","2020-02-18"
"Malta-2020-02-19","Malta","2020-02-19"
"Malta-2020-02-20","Malta","2020-02-20"
"Malta-2020-02-21","Malta","2020-02-21"
"Malta-2020-02-22","Malta","2020-02-22"
"Malta-2020-02-23","Malta","2020-02-23"
"Malta-2020-02-24","Malta","2020-02-24"
"Malta-2020-02-25","Malta","2020-02-25"
"Malta-2020-02-26","Malta","2020-02-26"
"Malta-2020-02-27","Malta","2020-02-27"
"Malta-2020-02-28","Malta","2020-02-28"
"Malta-2020-02-29","Malta","2020-02-29"
"Malta-2020-03-01","Malta","2020-03-01"
"Malta-2020-03-02","Malta","2020-03-02"
"Malta-2020-03-03","Malta","2020-03-03"
"Malta-2020-03-04","Malta","2020-03-04"
"Malta-2020-03-05","Malta","2020-03-05"
"Malta-2020-03-06","Malta","2020-03-06"
"Malta-2020-03-07","Malta","2020-03-07"
"Malta-2020-03-08","Malta","2020-03-08"
"Malta-2020-03-09","Malta","2020-03-09"
"Malta-2020-03-10","Malta","2020-03-10"
"Malta-2020-03-11","Malta","2020-03-11"
"Malta-2020-03-12","Malta","2020-03-12"
"Malta-2020-03-13","Malta","2020-03-13"
"Malta-2020-03-14","Malta","2020-03-14"
"Malta-2020-03-15","Malta","2020-03-15"
"Malta-2020-03-16","Malta","2020-03-16"
