"","Country_Region","Province_State","date","confirmed","deaths","recovered","active"
"4668","Jersey","",2020-03-14,2,0,0,NA
"4669","Jersey","",2020-03-15,2,0,0,NA
"4670","Jersey","",2020-03-16,2,0,0,NA
"4671","Jersey","",2020-03-17,0,0,0,NA
"4672","Jersey","",2020-03-18,0,0,0,NA
"4673","Jersey","",2020-03-19,0,0,0,NA
"4674","Jersey","",2020-03-20,0,0,0,NA
"4675","Jersey","",2020-03-21,0,0,0,NA
"4676","Jordan","",2020-03-03,1,0,0,NA
"4677","Jordan","",2020-03-04,1,0,0,NA
"4678","Jordan","",2020-03-05,1,0,0,NA
"4679","Jordan","",2020-03-06,1,0,0,NA
"4680","Jordan","",2020-03-07,1,0,0,NA
"4681","Jordan","",2020-03-08,1,0,0,NA
"4682","Jordan","",2020-03-09,1,0,0,NA
"4683","Jordan","",2020-03-10,1,0,0,NA
"4684","Jordan","",2020-03-11,1,0,0,NA
"4685","Jordan","",2020-03-12,1,0,0,NA
"4686","Jordan","",2020-03-13,1,0,1,NA
"4687","Jordan","",2020-03-14,1,0,1,NA
"4688","Jordan","",2020-03-15,8,0,1,NA
"4689","Jordan","",2020-03-16,17,0,1,NA
"4690","Jordan","",2020-03-17,34,0,1,NA
"4691","Jordan","",2020-03-18,52,0,1,NA
"4692","Jordan","",2020-03-19,69,0,1,NA
"4693","Jordan","",2020-03-20,85,0,1,NA
"4694","Jordan","",2020-03-21,85,0,1,NA
"4695","Jordan","",2020-03-22,112,0,1,111
"4696","Jordan","",2020-03-23,127,0,1,126
"4697","Jordan","",2020-03-24,154,0,1,153
"4698","Jordan","",2020-03-25,172,0,1,171
"4699","Kazakhstan","",2020-03-13,4,0,0,NA
"4700","Kazakhstan","",2020-03-14,6,0,0,NA
"4701","Kazakhstan","",2020-03-15,9,0,0,NA
"4702","Kazakhstan","",2020-03-16,10,0,0,NA
"4703","Kazakhstan","",2020-03-17,33,0,0,NA
"4704","Kazakhstan","",2020-03-18,35,0,0,NA
"4705","Kazakhstan","",2020-03-19,44,0,0,NA
"4706","Kazakhstan","",2020-03-20,49,3,0,NA
"4707","Kazakhstan","",2020-03-21,53,0,0,NA
"4708","Kazakhstan","",2020-03-22,59,0,0,59
"4709","Kazakhstan","",2020-03-23,62,0,0,62
"4710","Kazakhstan","",2020-03-24,72,0,0,72
"4711","Kazakhstan","",2020-03-25,81,0,0,81
"4712","Kenya","",2020-03-13,1,0,0,NA
"4713","Kenya","",2020-03-14,1,0,0,NA
"4714","Kenya","",2020-03-15,3,0,0,NA
"4715","Kenya","",2020-03-16,3,0,0,NA
"4716","Kenya","",2020-03-17,3,0,0,NA
"4717","Kenya","",2020-03-18,3,0,0,NA
"4718","Kenya","",2020-03-19,7,0,0,NA
"4719","Kenya","",2020-03-20,7,0,0,NA
"4720","Kenya","",2020-03-21,7,0,0,NA
"4721","Kenya","",2020-03-22,15,0,0,15
"4722","Kenya","",2020-03-23,16,0,0,16
"4723","Kenya","",2020-03-24,25,0,0,25
"4724","Kenya","",2020-03-25,28,0,1,27
"4725","Korea, South","",2020-03-10,7513,54,247,NA
"4726","Korea, South","",2020-03-11,7755,60,288,NA
"4727","Korea, South","",2020-03-12,7869,66,333,NA
"4728","Korea, South","",2020-03-13,7979,66,510,NA
"4729","Korea, South","",2020-03-14,8086,72,510,NA
"4730","Korea, South","",2020-03-15,8162,75,510,NA
"4731","Korea, South","",2020-03-16,8236,75,1137,NA
"4732","Korea, South","",2020-03-17,8320,81,1407,NA
"4733","Korea, South","",2020-03-18,8413,84,1540,NA
"4734","Korea, South","",2020-03-19,8565,91,1540,NA
"4735","Korea, South","",2020-03-20,8652,94,1540,NA
"4736","Korea, South","",2020-03-21,8799,102,1540,NA
"4737","Korea, South","",2020-03-22,8897,104,2909,5884
"4738","Korea, South","",2020-03-23,8961,111,3166,5684
"4739","Korea, South","",2020-03-24,9037,120,3507,5410
"4740","Korea, South","",2020-03-25,9137,126,3730,5281
"4741","Kosovo","",2020-03-15,2,0,0,NA
"4742","Kosovo","",2020-03-16,2,0,0,NA
"4743","Kosovo","",2020-03-17,2,0,0,NA
"4744","Kosovo","",2020-03-18,2,0,0,NA
"4745","Kosovo","",2020-03-19,2,0,0,NA
"4746","Kosovo","",2020-03-20,2,0,0,NA
"4747","Kosovo","",2020-03-21,2,0,0,NA
"4748","Kuwait","",2020-02-24,1,0,0,NA
"4749","Kuwait","",2020-02-25,11,0,0,NA
"4750","Kuwait","",2020-02-26,26,0,0,NA
"4751","Kuwait","",2020-02-27,43,0,0,NA
"4752","Kuwait","",2020-02-28,45,0,0,NA
"4753","Kuwait","",2020-02-29,45,0,0,NA
"4754","Kuwait","",2020-03-01,45,0,0,NA
"4755","Kuwait","",2020-03-02,56,0,0,NA
"4756","Kuwait","",2020-03-03,56,0,0,NA
"4757","Kuwait","",2020-03-04,56,0,0,NA
"4758","Kuwait","",2020-03-05,58,0,0,NA
"4759","Kuwait","",2020-03-06,58,0,0,NA
"4760","Kuwait","",2020-03-07,61,0,0,NA
"4761","Kuwait","",2020-03-08,64,0,1,NA
"4762","Kuwait","",2020-03-09,64,0,1,NA
"4763","Kuwait","",2020-03-10,69,0,1,NA
"4764","Kuwait","",2020-03-11,72,0,2,NA
"4765","Kuwait","",2020-03-12,80,0,5,NA
"4766","Kuwait","",2020-03-13,80,0,5,NA
"4767","Kuwait","",2020-03-14,104,0,5,NA
"4768","Kuwait","",2020-03-15,112,0,5,NA
"4769","Kuwait","",2020-03-16,123,0,9,NA
"4770","Kuwait","",2020-03-17,130,0,9,NA
"4771","Kuwait","",2020-03-18,142,0,15,NA
"4772","Kuwait","",2020-03-19,148,0,18,NA
"4773","Kuwait","",2020-03-20,159,0,18,NA
"4774","Kuwait","",2020-03-21,176,0,27,NA
"4775","Kuwait","",2020-03-22,188,0,30,158
"4776","Kuwait","",2020-03-23,189,0,30,159
"4777","Kuwait","",2020-03-24,191,0,39,152
"4778","Kuwait","",2020-03-25,195,0,43,152
"4779","Kyrgyzstan","",2020-03-18,3,0,0,NA
"4780","Kyrgyzstan","",2020-03-19,3,0,0,NA
"4781","Kyrgyzstan","",2020-03-20,6,0,0,NA
"4782","Kyrgyzstan","",2020-03-21,14,0,0,NA
"4783","Kyrgyzstan","",2020-03-22,14,0,0,14
"4784","Kyrgyzstan","",2020-03-23,16,0,0,16
"4785","Kyrgyzstan","",2020-03-24,42,0,0,42
"4786","Kyrgyzstan","",2020-03-25,44,0,0,44
"4787","Laos","",2020-03-24,2,0,0,2
"4788","Laos","",2020-03-25,3,0,0,3
"4789","Latvia","",2020-03-02,1,0,0,NA
"4790","Latvia","",2020-03-03,1,0,0,NA
"4791","Latvia","",2020-03-04,1,0,0,NA
"4792","Latvia","",2020-03-05,1,0,0,NA
"4793","Latvia","",2020-03-06,1,0,0,NA
"4794","Latvia","",2020-03-07,1,0,0,NA
"4795","Latvia","",2020-03-08,2,0,0,NA
"4796","Latvia","",2020-03-09,6,0,0,NA
"4797","Latvia","",2020-03-10,8,0,1,NA
"4798","Latvia","",2020-03-11,10,0,1,NA
"4799","Latvia","",2020-03-12,10,0,1,NA
"4800","Latvia","",2020-03-13,17,0,1,NA
"4801","Latvia","",2020-03-14,26,0,1,NA
"4802","Latvia","",2020-03-15,30,0,1,NA
"4803","Latvia","",2020-03-16,34,0,1,NA
"4804","Latvia","",2020-03-17,49,0,1,NA
"4805","Latvia","",2020-03-18,71,0,1,NA
"4806","Latvia","",2020-03-19,86,0,1,NA
"4807","Latvia","",2020-03-20,111,0,1,NA
"4808","Latvia","",2020-03-21,124,0,1,NA
"4809","Latvia","",2020-03-22,139,0,1,138
"4810","Latvia","",2020-03-23,180,0,1,179
"4811","Latvia","",2020-03-24,197,0,1,196
"4812","Latvia","",2020-03-25,221,0,1,220
"4813","Lebanon","",2020-02-22,1,0,0,NA
"4814","Lebanon","",2020-02-23,1,0,0,NA
"4815","Lebanon","",2020-02-24,1,0,0,NA
"4816","Lebanon","",2020-02-25,1,0,0,NA
"4817","Lebanon","",2020-02-26,2,0,0,NA
"4818","Lebanon","",2020-02-27,2,0,0,NA
"4819","Lebanon","",2020-02-28,2,0,0,NA
"4820","Lebanon","",2020-02-29,4,0,0,NA
"4821","Lebanon","",2020-03-01,10,0,0,NA
"4822","Lebanon","",2020-03-02,13,0,0,NA
"4823","Lebanon","",2020-03-03,13,0,0,NA
"4824","Lebanon","",2020-03-04,13,0,1,NA
"4825","Lebanon","",2020-03-05,16,0,1,NA
"4826","Lebanon","",2020-03-06,22,0,1,NA
"4827","Lebanon","",2020-03-07,22,0,1,NA
"4828","Lebanon","",2020-03-08,32,0,1,NA
"4829","Lebanon","",2020-03-09,32,0,1,NA
"4830","Lebanon","",2020-03-10,41,1,1,NA
"4831","Lebanon","",2020-03-11,61,3,1,NA
"4832","Lebanon","",2020-03-12,61,3,1,NA
"4833","Lebanon","",2020-03-13,77,3,1,NA
"4834","Lebanon","",2020-03-14,93,3,1,NA
"4835","Lebanon","",2020-03-15,110,3,1,NA
"4836","Lebanon","",2020-03-16,99,3,1,NA
"4837","Lebanon","",2020-03-17,120,3,3,NA
"4838","Lebanon","",2020-03-18,133,3,3,NA
"4839","Lebanon","",2020-03-19,157,4,4,NA
"4840","Lebanon","",2020-03-20,163,4,4,NA
"4841","Lebanon","",2020-03-21,187,4,4,NA
"4842","Lebanon","",2020-03-22,248,4,8,236
"4843","Lebanon","",2020-03-23,267,4,8,255
"4844","Lebanon","",2020-03-24,318,4,8,306
"4845","Lebanon","",2020-03-25,333,6,20,307
"4846","Lebanon","None",2020-02-21,1,0,0,NA
"4847","Liberia","",2020-03-16,1,0,0,NA
"4848","Liberia","",2020-03-17,1,0,0,NA
"4849","Liberia","",2020-03-18,2,0,0,NA
"4850","Liberia","",2020-03-19,2,0,0,NA
"4851","Liberia","",2020-03-20,2,0,0,NA
"4852","Liberia","",2020-03-21,3,0,0,NA
"4853","Liberia","",2020-03-22,3,0,0,3
"4854","Liberia","",2020-03-23,3,0,0,3
"4855","Liberia","",2020-03-24,3,0,0,3
"4856","Liberia","",2020-03-25,3,0,0,3
"4857","Libya","",2020-03-24,1,0,0,1
"4858","Libya","",2020-03-25,1,0,0,1
"4859","Liechtenstein","",2020-03-04,1,0,0,NA
"4860","Liechtenstein","",2020-03-05,1,0,0,NA
"4861","Liechtenstein","",2020-03-06,1,0,0,NA
"4862","Liechtenstein","",2020-03-07,1,0,0,NA
"4863","Liechtenstein","",2020-03-08,1,0,0,NA
"4864","Liechtenstein","",2020-03-09,1,0,0,NA
"4865","Liechtenstein","",2020-03-10,1,0,0,NA
"4866","Liechtenstein","",2020-03-11,1,0,0,NA
"4867","Liechtenstein","",2020-03-12,1,0,0,NA
"4868","Liechtenstein","",2020-03-13,1,0,0,NA
"4869","Liechtenstein","",2020-03-14,4,0,0,NA
"4870","Liechtenstein","",2020-03-15,4,0,0,NA
"4871","Liechtenstein","",2020-03-16,4,0,0,NA
"4872","Liechtenstein","",2020-03-17,7,0,0,NA
"4873","Liechtenstein","",2020-03-18,28,0,0,NA
"4874","Liechtenstein","",2020-03-19,28,0,0,NA
"4875","Liechtenstein","",2020-03-20,28,0,0,NA
"4876","Liechtenstein","",2020-03-21,37,0,0,NA
"4877","Liechtenstein","",2020-03-22,37,0,0,37
"4878","Liechtenstein","",2020-03-23,51,0,0,51
"4879","Liechtenstein","",2020-03-24,51,0,0,51
"4880","Liechtenstein","",2020-03-25,51,0,0,51
"4881","Lithuania","",2020-02-28,1,0,0,NA
"4882","Lithuania","",2020-02-29,1,0,0,NA
"4883","Lithuania","",2020-03-01,1,0,0,NA
"4884","Lithuania","",2020-03-02,1,0,0,NA
"4885","Lithuania","",2020-03-03,1,0,0,NA
"4886","Lithuania","",2020-03-04,1,0,0,NA
"4887","Lithuania","",2020-03-05,1,0,0,NA
"4888","Lithuania","",2020-03-06,1,0,0,NA
"4889","Lithuania","",2020-03-07,1,0,0,NA
"4890","Lithuania","",2020-03-08,1,0,0,NA
"4891","Lithuania","",2020-03-09,1,0,0,NA
"4892","Lithuania","",2020-03-10,1,0,0,NA
"4893","Lithuania","",2020-03-11,3,0,0,NA
"4894","Lithuania","",2020-03-12,3,0,0,NA
"4895","Lithuania","",2020-03-13,6,0,0,NA
"4896","Lithuania","",2020-03-14,8,0,0,NA
"4897","Lithuania","",2020-03-15,12,0,1,NA
"4898","Lithuania","",2020-03-16,17,0,1,NA
"4899","Lithuania","",2020-03-17,25,0,1,NA
"4900","Lithuania","",2020-03-18,27,0,1,NA
"4901","Lithuania","",2020-03-19,36,0,1,NA
"4902","Lithuania","",2020-03-20,49,0,1,NA
"4903","Lithuania","",2020-03-21,83,1,1,NA
"4904","Lithuania","",2020-03-22,129,1,1,127
"4905","Lithuania","",2020-03-23,179,1,1,177
"4906","Lithuania","",2020-03-24,209,2,1,206
"4907","Lithuania","",2020-03-25,274,4,1,269
"4908","Luxembourg","",2020-02-29,1,0,0,NA
"4909","Luxembourg","",2020-03-01,1,0,0,NA
"4910","Luxembourg","",2020-03-02,1,0,0,NA
"4911","Luxembourg","",2020-03-03,1,0,0,NA
"4912","Luxembourg","",2020-03-04,1,0,0,NA
"4913","Luxembourg","",2020-03-05,1,0,0,NA
"4914","Luxembourg","",2020-03-06,2,0,0,NA
"4915","Luxembourg","",2020-03-07,2,0,0,NA
"4916","Luxembourg","",2020-03-08,3,0,0,NA
"4917","Luxembourg","",2020-03-09,3,0,0,NA
"4918","Luxembourg","",2020-03-10,5,0,0,NA
"4919","Luxembourg","",2020-03-11,7,0,0,NA
"4920","Luxembourg","",2020-03-12,19,0,0,NA
"4921","Luxembourg","",2020-03-13,34,0,0,NA
"4922","Luxembourg","",2020-03-14,51,1,0,NA
"4923","Luxembourg","",2020-03-15,59,1,0,NA
"4924","Luxembourg","",2020-03-16,77,1,0,NA
"4925","Luxembourg","",2020-03-17,140,1,0,NA
"4926","Luxembourg","",2020-03-18,203,2,0,NA
"4927","Luxembourg","",2020-03-19,335,4,0,NA
"4928","Luxembourg","",2020-03-20,484,4,0,NA
"4929","Luxembourg","",2020-03-21,670,8,0,NA
"4930","Luxembourg","",2020-03-22,798,8,6,784
"4931","Luxembourg","",2020-03-23,875,8,6,861
"4932","Luxembourg","",2020-03-24,1099,8,6,1085
"4933","Luxembourg","",2020-03-25,1333,8,6,1319
"4934","Macao SAR","Macau",2020-03-10,10,0,10,NA
"4935","Macau","Macau",2020-01-22,1,0,0,NA
"4936","Macau","Macau",2020-01-23,2,0,0,NA
"4937","Macau","Macau",2020-01-24,2,0,0,NA
"4938","Macau","Macau",2020-01-25,2,0,0,NA
"4939","Macau","Macau",2020-01-26,5,0,0,NA
"4940","Macau","Macau",2020-01-27,6,0,0,NA
"4941","Macau","Macau",2020-01-28,7,0,0,NA
"4942","Macau","Macau",2020-01-29,7,0,0,NA
"4943","Macau","Macau",2020-01-30,7,0,0,NA
"4944","Macau","Macau",2020-01-31,7,0,0,NA
"4945","Macau","Macau",2020-02-01,7,0,0,NA
"4946","Macau","Macau",2020-02-02,8,0,0,NA
"4947","Macau","Macau",2020-02-03,8,0,0,NA
"4948","Macau","Macau",2020-02-04,10,0,0,NA
"4949","Macau","Macau",2020-02-05,10,0,0,NA
"4950","Macau","Macau",2020-02-06,10,0,1,NA
"4951","Macau","Macau",2020-02-07,10,0,1,NA
"4952","Macau","Macau",2020-02-08,10,0,1,NA
"4953","Macau","Macau",2020-02-09,10,0,1,NA
"4954","Macau","Macau",2020-02-10,10,0,1,NA
"4955","Macau","Macau",2020-02-11,10,0,1,NA
"4956","Macau","Macau",2020-02-12,10,0,2,NA
"4957","Macau","Macau",2020-02-13,10,0,3,NA
"4958","Macau","Macau",2020-02-14,10,0,3,NA
"4959","Macau","Macau",2020-02-15,10,0,3,NA
"4960","Macau","Macau",2020-02-16,10,0,5,NA
"4961","Macau","Macau",2020-02-17,10,0,5,NA
"4962","Macau","Macau",2020-02-18,10,0,5,NA
"4963","Macau","Macau",2020-02-19,10,0,5,NA
"4964","Macau","Macau",2020-02-20,10,0,6,NA
"4965","Macau","Macau",2020-02-21,10,0,6,NA
"4966","Macau","Macau",2020-02-22,10,0,6,NA
"4967","Macau","Macau",2020-02-23,10,0,6,NA
"4968","Macau","Macau",2020-02-24,10,0,6,NA
"4969","Macau","Macau",2020-02-25,10,0,7,NA
"4970","Macau","Macau",2020-02-26,10,0,7,NA
"4971","Macau","Macau",2020-02-27,10,0,8,NA
"4972","Macau","Macau",2020-02-28,10,0,8,NA
"4973","Macau","Macau",2020-02-29,10,0,8,NA
"4974","Macau","Macau",2020-03-01,10,0,8,NA
"4975","Macau","Macau",2020-03-02,10,0,8,NA
"4976","Macau","Macau",2020-03-03,10,0,9,NA
"4977","Macau","Macau",2020-03-04,10,0,9,NA
"4978","Macau","Macau",2020-03-05,10,0,9,NA
"4979","Macau","Macau",2020-03-06,10,0,10,NA
"4980","Macau","Macau",2020-03-07,10,0,10,NA
"4981","Macau","Macau",2020-03-08,10,0,10,NA
"4982","Macau","Macau",2020-03-09,10,0,10,NA
"4983","Madagascar","",2020-03-20,3,0,0,NA
"4984","Madagascar","",2020-03-21,3,0,0,NA
"4985","Madagascar","",2020-03-22,3,0,0,3
"4986","Madagascar","",2020-03-23,12,0,0,12
"4987","Madagascar","",2020-03-24,17,0,0,17
"4988","Madagascar","",2020-03-25,19,0,0,19
"4989","Malaysia","",2020-01-23,0,0,0,NA
"4990","Malaysia","",2020-01-25,3,0,0,NA
"4991","Malaysia","",2020-01-26,4,0,0,NA
"4992","Malaysia","",2020-01-27,4,0,0,NA
"4993","Malaysia","",2020-01-28,4,0,0,NA
"4994","Malaysia","",2020-01-29,7,0,0,NA
"4995","Malaysia","",2020-01-30,8,0,0,NA
"4996","Malaysia","",2020-01-31,8,0,0,NA
"4997","Malaysia","",2020-02-01,8,0,0,NA
"4998","Malaysia","",2020-02-02,8,0,0,NA
"4999","Malaysia","",2020-02-03,8,0,0,NA
"5000","Malaysia","",2020-02-04,10,0,0,NA
"5001","Malaysia","",2020-02-05,12,0,0,NA
"5002","Malaysia","",2020-02-06,12,0,0,NA
"5003","Malaysia","",2020-02-07,12,0,1,NA
"5004","Malaysia","",2020-02-08,16,0,1,NA
"5005","Malaysia","",2020-02-09,16,0,1,NA
"5006","Malaysia","",2020-02-10,18,0,1,NA
"5007","Malaysia","",2020-02-11,18,0,3,NA
"5008","Malaysia","",2020-02-12,18,0,3,NA
"5009","Malaysia","",2020-02-13,19,0,3,NA
"5010","Malaysia","",2020-02-14,19,0,3,NA
"5011","Malaysia","",2020-02-15,22,0,7,NA
"5012","Malaysia","",2020-02-16,22,0,7,NA
"5013","Malaysia","",2020-02-17,22,0,7,NA
"5014","Malaysia","",2020-02-18,22,0,13,NA
"5015","Malaysia","",2020-02-19,22,0,15,NA
"5016","Malaysia","",2020-02-20,22,0,15,NA
"5017","Malaysia","",2020-02-21,22,0,15,NA
"5018","Malaysia","",2020-02-22,22,0,15,NA
"5019","Malaysia","",2020-02-23,22,0,15,NA
"5020","Malaysia","",2020-02-24,22,0,18,NA
"5021","Malaysia","",2020-02-25,22,0,18,NA
"5022","Malaysia","",2020-02-26,22,0,18,NA
"5023","Malaysia","",2020-02-27,23,0,18,NA
"5024","Malaysia","",2020-02-28,23,0,18,NA
"5025","Malaysia","",2020-02-29,25,0,18,NA
"5026","Malaysia","",2020-03-01,29,0,18,NA
"5027","Malaysia","",2020-03-02,29,0,18,NA
"5028","Malaysia","",2020-03-03,36,0,22,NA
"5029","Malaysia","",2020-03-04,50,0,22,NA
"5030","Malaysia","",2020-03-05,50,0,22,NA
"5031","Malaysia","",2020-03-06,83,0,22,NA
"5032","Malaysia","",2020-03-07,93,0,23,NA
"5033","Malaysia","",2020-03-08,99,0,24,NA
"5034","Malaysia","",2020-03-09,117,0,24,NA
"5035","Malaysia","",2020-03-10,129,0,24,NA
"5036","Malaysia","",2020-03-11,149,0,26,NA
"5037","Malaysia","",2020-03-12,149,0,26,NA
"5038","Malaysia","",2020-03-13,197,0,26,NA
"5039","Malaysia","",2020-03-14,238,0,35,NA
"5040","Malaysia","",2020-03-15,428,0,42,NA
"5041","Malaysia","",2020-03-16,566,0,42,NA
"5042","Malaysia","",2020-03-17,673,2,49,NA
"5043","Malaysia","",2020-03-18,790,2,60,NA
"5044","Malaysia","",2020-03-19,900,2,75,NA
"5045","Malaysia","",2020-03-20,1030,3,87,NA
"5046","Malaysia","",2020-03-21,1183,4,114,NA
"5047","Malaysia","",2020-03-22,1306,10,139,1157
"5048","Malaysia","",2020-03-23,1518,14,159,1345
"5049","Malaysia","",2020-03-24,1624,16,183,1425
"5050","Malaysia","",2020-03-25,1796,20,199,1577
"5051","Maldives","",2020-03-08,4,0,0,NA
"5052","Maldives","",2020-03-09,4,0,0,NA
"5053","Maldives","",2020-03-10,6,0,0,NA
"5054","Maldives","",2020-03-11,8,0,0,NA
"5055","Maldives","",2020-03-12,8,0,0,NA
"5056","Maldives","",2020-03-13,9,0,0,NA
"5057","Maldives","",2020-03-14,10,0,0,NA
"5058","Maldives","",2020-03-15,13,0,0,NA
"5059","Maldives","",2020-03-16,13,0,0,NA
"5060","Maldives","",2020-03-17,13,0,0,NA
"5061","Maldives","",2020-03-18,13,0,0,NA
"5062","Maldives","",2020-03-19,13,0,0,NA
"5063","Maldives","",2020-03-20,13,0,0,NA
"5064","Maldives","",2020-03-21,13,0,0,NA
"5065","Maldives","",2020-03-22,13,0,3,10
"5066","Maldives","",2020-03-23,13,0,5,8
"5067","Maldives","",2020-03-24,13,0,5,8
"5068","Maldives","",2020-03-25,13,0,8,5
"5069","Mali","",2020-03-25,2,0,0,2
"5070","Malta","",2020-03-07,3,0,0,NA
"5071","Malta","",2020-03-08,3,0,0,NA
"5072","Malta","",2020-03-09,3,0,0,NA
"5073","Malta","",2020-03-10,5,0,0,NA
"5074","Malta","",2020-03-11,6,0,0,NA
"5075","Malta","",2020-03-12,6,0,0,NA
"5076","Malta","",2020-03-13,12,0,1,NA
"5077","Malta","",2020-03-14,18,0,1,NA
"5078","Malta","",2020-03-15,21,0,1,NA
"5079","Malta","",2020-03-16,30,0,2,NA
"5080","Malta","",2020-03-17,38,0,2,NA
"5081","Malta","",2020-03-18,38,0,2,NA
"5082","Malta","",2020-03-19,53,0,2,NA
"5083","Malta","",2020-03-20,64,0,2,NA
"5084","Malta","",2020-03-21,73,0,2,NA
"5085","Malta","",2020-03-22,90,0,2,88
"5086","Malta","",2020-03-23,107,0,2,105
"5087","Malta","",2020-03-24,110,0,2,108
"5088","Malta","",2020-03-25,129,0,2,127
"5089","Martinique","",2020-03-07,2,0,0,NA
"5090","Martinique","",2020-03-08,2,0,0,NA
"5091","Martinique","",2020-03-09,2,0,0,NA
"5092","Martinique","",2020-03-10,2,0,0,NA
"5093","Martinique","",2020-03-11,3,0,0,NA
"5094","Martinique","",2020-03-12,3,0,0,NA
"5095","Martinique","",2020-03-13,3,0,0,NA
"5096","Martinique","",2020-03-14,9,0,0,NA
"5097","Martinique","",2020-03-15,9,0,0,NA
"5098","Martinique","",2020-03-16,15,1,0,NA
"5099","Martinique","",2020-03-17,16,1,0,NA
"5100","Martinique","",2020-03-18,19,1,0,NA
"5101","Martinique","",2020-03-19,23,1,0,NA
"5102","Martinique","",2020-03-20,32,1,0,NA
"5103","Martinique","",2020-03-21,32,1,0,NA
"5104","Mauritania","",2020-03-14,1,0,0,NA
"5105","Mauritania","",2020-03-15,1,0,0,NA
"5106","Mauritania","",2020-03-16,1,0,0,NA
"5107","Mauritania","",2020-03-17,1,0,0,NA
"5108","Mauritania","",2020-03-18,1,0,0,NA
"5109","Mauritania","",2020-03-19,2,0,0,NA
"5110","Mauritania","",2020-03-20,2,0,0,NA
"5111","Mauritania","",2020-03-21,2,0,0,NA
"5112","Mauritania","",2020-03-22,2,0,0,2
"5113","Mauritania","",2020-03-23,2,0,0,2
"5114","Mauritania","",2020-03-24,2,0,0,2
"5115","Mauritania","",2020-03-25,2,0,0,2
"5116","Mauritius","",2020-03-18,3,0,0,NA
"5117","Mauritius","",2020-03-19,3,0,0,NA
"5118","Mauritius","",2020-03-20,12,0,0,NA
"5119","Mauritius","",2020-03-21,14,1,0,NA
"5120","Mauritius","",2020-03-22,28,2,0,26
"5121","Mauritius","",2020-03-23,36,2,0,34
"5122","Mauritius","",2020-03-24,42,2,0,40
"5123","Mauritius","",2020-03-25,48,2,0,46
"5124","Mayotte","",2020-03-16,1,0,0,NA
"5125","Mayotte","",2020-03-17,1,0,0,NA
"5126","Mayotte","",2020-03-18,3,0,0,NA
"5127","Mayotte","",2020-03-19,3,0,0,NA
"5128","Mayotte","",2020-03-20,6,0,0,NA
"5129","Mayotte","",2020-03-21,7,0,0,NA
"5130","Mexico","",2020-01-23,0,0,0,NA
"5131","Mexico","",2020-02-28,1,0,0,NA
"5132","Mexico","",2020-02-29,4,0,0,NA
"5133","Mexico","",2020-03-01,5,0,0,NA
"5134","Mexico","",2020-03-02,5,0,0,NA
"5135","Mexico","",2020-03-03,5,0,1,NA
"5136","Mexico","",2020-03-04,5,0,1,NA
"5137","Mexico","",2020-03-05,5,0,1,NA
"5138","Mexico","",2020-03-06,6,0,1,NA
"5139","Mexico","",2020-03-07,6,0,1,NA
"5140","Mexico","",2020-03-08,7,0,1,NA
"5141","Mexico","",2020-03-09,7,0,1,NA
"5142","Mexico","",2020-03-10,7,0,4,NA
"5143","Mexico","",2020-03-11,8,0,4,NA
"5144","Mexico","",2020-03-12,12,0,4,NA
"5145","Mexico","",2020-03-13,12,0,4,NA
"5146","Mexico","",2020-03-14,26,0,4,NA
"5147","Mexico","",2020-03-15,41,0,4,NA
"5148","Mexico","",2020-03-16,53,0,4,NA
"5149","Mexico","",2020-03-17,82,0,4,NA
"5150","Mexico","",2020-03-18,93,0,4,NA
"5151","Mexico","",2020-03-19,118,1,4,NA
"5152","Mexico","",2020-03-20,164,1,4,NA
"5153","Mexico","",2020-03-21,203,2,4,NA
"5154","Mexico","",2020-03-22,251,2,4,245
"5155","Mexico","",2020-03-23,316,3,4,309
"5156","Mexico","",2020-03-24,367,4,4,359
"5157","Mexico","",2020-03-25,405,5,4,396
"5158","Moldova","",2020-03-08,1,0,0,NA
"5159","Moldova","",2020-03-09,1,0,0,NA
"5160","Moldova","",2020-03-11,3,0,0,NA
"5161","Moldova","",2020-03-12,3,0,0,NA
"5162","Moldova","",2020-03-13,6,0,0,NA
"5163","Moldova","",2020-03-14,12,0,0,NA
"5164","Moldova","",2020-03-15,23,0,0,NA
"5165","Moldova","",2020-03-16,23,0,0,NA
"5166","Moldova","",2020-03-17,30,0,1,NA
"5167","Moldova","",2020-03-18,30,1,1,NA
"5168","Moldova","",2020-03-19,49,1,1,NA
"5169","Moldova","",2020-03-20,66,1,1,NA
"5170","Moldova","",2020-03-21,80,1,1,NA
"5171","Moldova","",2020-03-22,94,1,1,92
"5172","Moldova","",2020-03-23,109,1,2,106
"5173","Moldova","",2020-03-24,125,1,2,122
"5174","Moldova","",2020-03-25,149,1,2,146
"5175","Monaco","",2020-02-29,1,0,0,NA
"5176","Monaco","",2020-03-01,1,0,0,NA
"5177","Monaco","",2020-03-02,1,0,0,NA
"5178","Monaco","",2020-03-03,1,0,0,NA
"5179","Monaco","",2020-03-04,1,0,0,NA
"5180","Monaco","",2020-03-05,1,0,0,NA
"5181","Monaco","",2020-03-06,1,0,0,NA
"5182","Monaco","",2020-03-07,1,0,0,NA
"5183","Monaco","",2020-03-08,1,0,0,NA
"5184","Monaco","",2020-03-09,1,0,0,NA
"5185","Monaco","",2020-03-10,1,0,0,NA
"5186","Monaco","",2020-03-11,1,0,0,NA
"5187","Monaco","",2020-03-12,2,0,0,NA
