"","Country.Region","date","confirmed","deaths","recovered","confirmed_growth_rate","death_growth_rate","recovered_growth_rate","death_rate","recovered_rate","active","active_lag14","active_lag7","confirmed_lag7","confirmed_lag14","new_confirmed","new_deaths","new_recovered","new_confirmed_lag7","new_confirmed_lag14","conf_growth_rate_ma","death_growth_rate_ma","recovered_growth_rate_ma","diff_confirmed","diff_deaths","diff_recovered"
"Switzerland-2020-02-14","Switzerland","2020-02-14",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-15","Switzerland","2020-02-15",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-16","Switzerland","2020-02-16",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-17","Switzerland","2020-02-17",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-18","Switzerland","2020-02-18",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-19","Switzerland","2020-02-19",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-20","Switzerland","2020-02-20",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-21","Switzerland","2020-02-21",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-22","Switzerland","2020-02-22",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-23","Switzerland","2020-02-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-24","Switzerland","2020-02-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-25","Switzerland","2020-02-25",1,0,0,1,0,0,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Switzerland-2020-02-26","Switzerland","2020-02-26",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-27","Switzerland","2020-02-27",8,0,0,0.875,0,0,NA,NA,8,0,0,0,0,7,0,0,0,0,NA,NA,NA,7,0,0
"Switzerland-2020-02-28","Switzerland","2020-02-28",8,0,0,0,0,0,NA,NA,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-29","Switzerland","2020-02-29",18,0,0,0.555555555555556,0,0,NA,NA,18,0,0,0,0,10,0,0,0,0,NA,NA,NA,10,0,0
"Switzerland-2020-03-01","Switzerland","2020-03-01",27,0,0,0.333333333333333,0,0,NA,NA,27,0,0,0,0,9,0,0,0,0,NA,NA,NA,9,0,0
"Switzerland-2020-03-02","Switzerland","2020-03-02",42,0,0,0.357142857142857,0,0,NA,NA,42,0,0,0,0,15,0,0,0,0,NA,NA,NA,15,0,0
"Switzerland-2020-03-03","Switzerland","2020-03-03",56,0,2,0.25,0,1,NA,NA,54,0,1,1,0,14,0,2,1,0,NA,NA,NA,14,0,2
"Switzerland-2020-03-04","Switzerland","2020-03-04",90,0,3,0.377777777777778,0,0.333333333333333,NA,NA,87,0,1,1,0,34,0,1,0,0,NA,NA,NA,34,0,1
"Switzerland-2020-03-05","Switzerland","2020-03-05",114,1,3,0.210526315789474,1,0,NA,NA,110,0,8,8,0,24,1,0,7,0,0.305756056808688,NA,NA,24,1,0
"Switzerland-2020-03-06","Switzerland","2020-03-06",214,1,3,0.467289719626168,0,0,NA,NA,210,0,8,8,0,100,0,0,0,0,0.332547334067255,NA,NA,100,0,0
"Switzerland-2020-03-07","Switzerland","2020-03-07",268,1,3,0.201492537313433,0,0,NA,NA,264,0,18,18,0,54,0,0,10,0,0.30141727010137,NA,NA,54,0,0
"Switzerland-2020-03-08","Switzerland","2020-03-08",337,2,3,0.204747774480712,0.5,0,NA,NA,332,0,27,27,0,69,1,0,9,0,0.292366824997513,NA,NA,69,1,0
"Switzerland-2020-03-09","Switzerland","2020-03-09",374,2,3,0.0989304812834225,0,0,NA,NA,369,0,42,42,0,37,0,0,15,0,0.236597365698642,NA,NA,37,0,0
"Switzerland-2020-03-10","Switzerland","2020-03-10",491,3,3,0.238289205702648,0.333333333333333,0,NA,NA,485,1,54,56,1,117,1,0,14,1,0.242149943681277,NA,NA,117,1,0
"Switzerland-2020-03-11","Switzerland","2020-03-11",652,4,4,0.246932515337423,0.25,0.25,NA,NA,644,1,87,90,1,161,1,1,34,0,0.198078502823528,NA,NA,161,1,1
"Switzerland-2020-03-12","Switzerland","2020-03-12",652,4,4,0,0,0,NA,NA,644,8,110,114,8,0,0,0,24,7,0.157779995360841,NA,NA,0,0,0
"Switzerland-2020-03-13","Switzerland","2020-03-13",1139,11,4,0.42756804214223,0.636363636363636,0,NA,NA,1124,8,210,214,8,487,7,0,100,0,0.202344048893145,NA,NA,487,7,0
"Switzerland-2020-03-14","Switzerland","2020-03-14",1359,13,4,0.161883738042678,0.153846153846154,0,NA,NA,1342,18,264,268,18,220,2,0,54,10,0.214934700244996,NA,NA,220,2,0
"Switzerland-2020-03-15","Switzerland","2020-03-15",2200,14,4,0.382272727272727,0.0714285714285714,0,NA,NA,2182,27,332,337,27,841,1,0,69,9,0.243731404559012,NA,NA,841,1,0
"Switzerland-2020-03-16","Switzerland","2020-03-16",2200,14,4,0,0,0,NA,NA,2182,42,369,374,42,0,0,0,37,15,0.194344901491527,NA,NA,0,0,0
"Switzerland-2020-03-17","Switzerland","2020-03-17",2700,27,4,0.185185185185185,0.481481481481481,0,NA,NA,2669,54,485,491,56,500,13,0,117,14,0.231381938528564,NA,NA,500,13,0
"Switzerland-2020-03-18","Switzerland","2020-03-18",3028,28,15,0.108322324966975,0.0357142857142857,0.733333333333333,NA,NA,2985,87,644,652,90,328,1,11,161,34,0.167532795093513,NA,NA,328,1,11
"Switzerland-2020-03-19","Switzerland","2020-03-19",4075,41,15,0.256932515337423,0.317073170731707,0,NA,NA,4019,110,644,652,114,1047,13,0,0,24,0.186542550552462,NA,NA,1047,13,0
"Switzerland-2020-03-20","Switzerland","2020-03-20",5294,54,15,0.230260672459388,0.240740740740741,0,NA,NA,5225,210,1124,1139,214,1219,13,0,487,100,0.156140139589794,NA,NA,1219,13,0
"Switzerland-2020-03-21","Switzerland","2020-03-21",6575,75,15,0.194828897338403,0.28,0,NA,NA,6485,264,1342,1359,268,1281,21,0,220,54,0.195105919057475,NA,NA,1281,21,0
"Switzerland-2020-03-22","Switzerland","2020-03-22",7474,98,131,0.12028364998662,0.23469387755102,0.885496183206107,NA,0.0175274284185175,7245,332,2182,2200,337,899,23,116,841,69,0.182125612017762,NA,0.323765903307888,899,23,116
"Switzerland-2020-03-23","Switzerland","2020-03-23",8795,120,131,0.150198976691302,0.183333333333333,0,0.0136441159749858,0.0148948266060262,8544,369,2182,2200,374,1321,22,0,0,37,0.190500942362627,0.25116822447136,0.177099236641221,1321,22,0
"Turkey-2020-01-22","Turkey","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Turkey-2020-01-23","Turkey","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-01-24","Turkey","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-01-25","Turkey","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-01-26","Turkey","2020-01-26",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-01-27","Turkey","2020-01-27",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-01-28","Turkey","2020-01-28",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-01-29","Turkey","2020-01-29",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0
"Turkey-2020-01-30","Turkey","2020-01-30",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-01-31","Turkey","2020-01-31",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-01","Turkey","2020-02-01",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-02","Turkey","2020-02-02",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-03","Turkey","2020-02-03",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-04","Turkey","2020-02-04",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-05","Turkey","2020-02-05",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
"Turkey-2020-02-06","Turkey","2020-02-06",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-07","Turkey","2020-02-07",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-08","Turkey","2020-02-08",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-09","Turkey","2020-02-09",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-10","Turkey","2020-02-10",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-11","Turkey","2020-02-11",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-12","Turkey","2020-02-12",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-13","Turkey","2020-02-13",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-14","Turkey","2020-02-14",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-15","Turkey","2020-02-15",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-16","Turkey","2020-02-16",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-17","Turkey","2020-02-17",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-18","Turkey","2020-02-18",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-19","Turkey","2020-02-19",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-20","Turkey","2020-02-20",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-21","Turkey","2020-02-21",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-22","Turkey","2020-02-22",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-23","Turkey","2020-02-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-24","Turkey","2020-02-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-25","Turkey","2020-02-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-26","Turkey","2020-02-26",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-27","Turkey","2020-02-27",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-28","Turkey","2020-02-28",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-02-29","Turkey","2020-02-29",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-01","Turkey","2020-03-01",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-02","Turkey","2020-03-02",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-03","Turkey","2020-03-03",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-04","Turkey","2020-03-04",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-05","Turkey","2020-03-05",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-06","Turkey","2020-03-06",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-07","Turkey","2020-03-07",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-08","Turkey","2020-03-08",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-09","Turkey","2020-03-09",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-10","Turkey","2020-03-10",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-11","Turkey","2020-03-11",1,0,0,1,0,0,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Turkey-2020-03-12","Turkey","2020-03-12",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-13","Turkey","2020-03-13",5,0,0,0.8,0,0,NA,NA,5,0,0,0,0,4,0,0,0,0,NA,NA,NA,4,0,0
"Turkey-2020-03-14","Turkey","2020-03-14",5,0,0,0,0,0,NA,NA,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Turkey-2020-03-15","Turkey","2020-03-15",6,0,0,0.166666666666667,0,0,NA,NA,6,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Turkey-2020-03-16","Turkey","2020-03-16",18,0,0,0.666666666666667,0,0,NA,NA,18,0,0,0,0,12,0,0,0,0,NA,NA,NA,12,0,0
"Turkey-2020-03-17","Turkey","2020-03-17",47,1,0,0.617021276595745,1,0,NA,NA,46,0,0,0,0,29,1,0,0,0,NA,NA,NA,29,1,0
"Turkey-2020-03-18","Turkey","2020-03-18",98,1,0,0.520408163265306,0,0,NA,NA,97,0,1,1,0,51,0,0,1,0,NA,NA,NA,51,0,0
"Turkey-2020-03-19","Turkey","2020-03-19",192,3,0,0.489583333333333,0.666666666666667,0,NA,NA,189,0,1,1,0,94,2,0,0,0,0.492069221305543,NA,NA,94,2,0
"Turkey-2020-03-20","Turkey","2020-03-20",359,4,0,0.465181058495822,0.25,0,NA,NA,355,0,5,5,0,167,1,0,4,0,0.551772099671375,NA,NA,167,1,0
"Turkey-2020-03-21","Turkey","2020-03-21",670,9,0,0.464179104477612,0.555555555555556,0,NA,NA,661,0,5,5,0,311,5,0,0,0,0.511274587233564,NA,NA,311,5,0
"Turkey-2020-03-22","Turkey","2020-03-22",1236,30,0,0.457928802588997,0.7,0,NA,NA,1206,0,6,6,0,566,21,0,1,0,0.479456092432214,NA,NA,566,21,0
"Turkey-2020-03-23","Turkey","2020-03-23",1529,37,0,0.191628515369523,0.189189189189189,0,NA,NA,1492,0,18,18,0,293,7,0,12,0,0.413700162853057,NA,NA,293,7,0
